,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
21,,GETUP! GETLIVE! #げらげら,,['TV'],10,Finished Airing,"Jul 11, 2020 to Sep 12, 2020",['Summer 2020'],Saturdays at 01:50 (JST),"None found,","None found,",['Spell Bound'],Other,,,1 min. per ep.,PG-13 - Teens 13 or older,5.54,#11962,#13347,"1,253",2,148,"The story of the ""voice actor x 2D entertainer"" project centers on aspiring comedian entertainers who all gather at SSS, a talent agency for comedians. The story portrays the friction and jealousy in their rivaling careers, as well as their admiration towards industry veterans, their disappointments, and the obstacles to their success as they aspire to become the greatest entertainers in Japan and the world. (Source: ANN)","['Prequel (ONA) Get Up! Get Live! #GeraGera Episode 0', '']",Get Up! Get Live! #Geragera,,,,,,['Comedy'],
22,,フライングベイビーズ改め ステイングベイビーズ,,['TV'],4,Finished Airing,"Jun 10, 2020 to Jul 15, 2020",['Summer 2020'],Unknown,['JTB Next Creation'],"None found,",['Fukushima Gaina'],Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,PG-13 - Teens 13 or older,5.20,#12892,#14432,933,0,227,The girls formed a hula club but the new coronavirus disease (COVID-19) has halted further club activity. It will outline various preventative measures against the virus. (Source: AniDB),[],Hulaing Babies Aratame: Staying Babies,,,,,,,
23,,おばけずかん,,['TV'],39,Finished Airing,"Jul 1, 2020 to Mar 31, 2021",['Summer 2020'],Wednesdays at 07:20 (JST),"None found,","None found,",['Fanworks'],Picture book,"['Comedy', 'Fantasy', 'Supernatural']",,2 min. per ep.,PG - Children,5.71,#11293,#14818,838,1,190,The Obake Zukan series illustrates various monsters and spirits and explains why they are scary. (Source: ANN),"['Sequel (TV) Obake Zukan!', '']",Obake Zukan,,,,['Kids'],['Mythology'],,
24,,耐え子の日常,,['TV'],132,Finished Airing,"Jul 1, 2020 to Dec 31, 2020",['Summer 2020'],Not scheduled once per week,"None found,","None found,",['DLE'],['Manga'],,,1 min. per ep.,G - All Ages,[],#14539,#17505,448,1,,Sequel of Taeko no Nichijou.,"['Prequel (TV) Taeko no Nichijou', '']",Taeko no Nichijou 2nd Season,,,,,['Workplace'],['Slice of Life'],
25,"Ppololo Donghwanala, Bedtime Story for Kids",뽀로로 동화나라,Pororo Fairy Tale Story,['TV'],10,Finished Airing,"Aug 24, 2020 to Sep 22, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,9 min. per ep.,PG - Children,[],#18481,#18941,340,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Pororo Donghwanala,,,,['Kids'],,,
26,Lalalacoco Second Season,LALALACOCO II,,['TV'],12,Finished Airing,"Jul 7, 2020 to Sep 22, 2020",['Summer 2020'],Unknown,"None found,","None found,",['Studio Comet'],Other,"['Comedy', 'Slice of Life']",,Unknown,G - All Ages,[],#17092,#20176,268,0,,Second season of Lalalacoco.,"['Prequel (TV) Lalalacoco', '']",Lalalacoco II,,,,['Kids'],,,
27,,喜羊羊與灰太狼之異國大營救,Pleasant Goat and Big Big Wolf: Against the Dark Force,['TV'],60,Finished Airing,"Jul 17, 2020 to Jul 26, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Unknown,"['Adventure', 'Comedy']",,15 min. per ep.,PG - Children,[],#15331,#20514,249,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Xi Yangyang Yu Hui Tailang: Qiqu Waixing Ke', 'Sequel (TV) Xi Yangyang Yu Hui Tailang: Juezhan Ci Shidai']",Xi Yangyang Yu Hui Tailang: Yiguo Da Yingjiu,,,,['Kids'],,,
28,,ぴったんこ!! ねこざかな (2020),,['TV'],13,Finished Airing,"Jul 6, 2020 to Sep 28, 2020",['Summer 2020'],Mondays at 07:30 (JST),['TV Tokyo'],"None found,",['Studio Comet'],Original,,,5 min. per ep.,G - All Ages,[],#18432,#21064,217,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Pittanko!! Nekozakana', '']",Pittanko!! Nekozakana (2020),,,,['Kids'],,['Comedy'],
29,,브레드 이발소 2,Bread Barbershop 2,['TV'],26,Finished Airing,"Jun 6, 2020 to Dec 26, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Unknown,"['Comedy', 'Fantasy']",,10 min. per ep.,PG - Children,[],#19451,#21658,186,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Beuledeu Ibalso', 'Sequel (TV) Beuledeu Ibalso 3']",Beuledeu Ibalso 2,,,,,['Anthropomorphic'],,
30,,むかしばなしのおへや　〜伝えたい日本昔話〜,,['TV'],Unknown,Currently Airing,"Jun 14, 2020 to ?",['Summer 2020'],Not scheduled once per week,['BS-TBS'],"None found,",['Oddjob'],Other,,,18 min.,G - All Ages,[],#17842,#21854,174,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,,,,['Kids'],,['Fantasy'],
31,"Mabeobsonyeo Deedee, Mabeobsonyeo Didi",마법소녀 디디,,['TV'],13,Finished Airing,"Jul 30, 2020 to Nov 26, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,,,12 min. per ep.,PG - Children,[],#17298,#22313,155,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Mabeobsonyeo Dee Dee 2', '']",Mabeobsonyeo Dee Dee,,,,['Kids'],['Mahou Shoujo'],['Fantasy'],
32,Hello Carbot: X Returns,헬로 카봇 시즌9,,['TV'],26,Finished Airing,"Jul 5, 2020 to Jan 17, 2021",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,,"['Mecha', 'Racing']",11 min. per ep.,PG - Children,[],#21029,#23383,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hello Carbot Season 8', 'Sequel (TV) Hello Carbot Season 10']",Hello Carbot Season 9,,,,['Kids'],,['Action'],
33,,로보카폴리 쏭쏭뮤지엄,Robocar POLI: SongSong Museum,['TV'],26,Finished Airing,"Jul 2, 2020 to Aug 13, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,,"['Music', 'Racing']",7 min. per ep.,PG - Children,[],#18756,#23544,116,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Robocar Poli: Song Song Museum,,,,['Kids'],,['Comedy'],
34,,미니특공대 슈퍼공룡파워 파트 2,,['TV'],26,Finished Airing,"Aug 27, 2020 to Dec 4, 2020",['Summer 2020'],Unknown,"None found,","None found,",['SAMG Entertainment'],Original,,"['Anthropomorphic', 'Mecha']",11 min. per ep.,PG - Children,[],#17663,#23832,110,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Miniforce: Super Dino Power', '']",Miniforce: Super Dino Power Part 2,,,,['Kids'],,['Action'],
35,,히어로 써클,Hero Circle,['TV'],26,Finished Airing,"Jun 29, 2020 to Sep 22, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",,11 min. per ep.,PG - Children,[],#21056,#23860,110,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Hero Circle 2', '']",Hero Circle,,,,['Kids'],['Super Power'],,
36,,中小治棒棒哒,,['TV'],16,Finished Airing,"Jul 3, 2020 to Aug 3, 2020",['Summer 2020'],Unknown,"None found,","None found,","None found,",Original,,,4 min. per ep.,G - All Ages,[],#16191,#26654,70,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zhongxiao Zhi Bang Bang da,,,,,['Educational'],,
37,OP,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min.,PG-13 - Teens 13 or older,8.73,#54,#17,"2,481,592","233,033",1410384,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,,,,['Shounen'],,,
38,,ブラッククローバー,Black Clover,['TV'],170,Finished Airing,"Oct 3, 2017 to Mar 30, 2021",['Fall 2017'],Tuesdays at 18:25 (JST),"['TV Tokyo', 'Avex Pictures', 'Shueisha']","['Funimation', 'Crunchyroll']",['Pierrot'],['Manga'],"['Action', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,8.14,#475,#57,"1,761,014","48,241",903738,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically. When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno's Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno's voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King! [Written by MAL Rewrite]","['Adaptation (Manga) Black Clover', '']",Black Clover,,,,['Shounen'],,,
39,,BORUTO -NARUTO NEXT GENERATIONS-,Boruto: Naruto Next Generations,['TV'],293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",['Spring 2017'],Sundays at 17:30 (JST),"['TV Tokyo', 'Aniplex', 'Rakuonsha', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,6.00,#9893,#208,"892,326","7,366",455162,"Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins. [Written by MAL Rewrite]","['Prequel (TV) Naruto: Shippuuden', 'Sequel (TV) Boruto: Naruto Next Generations Part 2', 'Adaptation (Manga) Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki', 'Adaptation (Manga) Boruto: Naruto Next Generations']",Boruto: Naruto Next Generations,,,,['Shounen'],['Martial Arts'],,
40,Shokugeki no Soma 5th Season,食戟のソーマ 豪ノ皿,Food Wars! The Fifth Plate,['TV'],13,Finished Airing,"Apr 11, 2020 to Sep 26, 2020",['Spring 2020'],Saturdays at 00:30 (JST),"['Warner Bros. Japan', 'KlockWorx', 'Shueisha', 'Bandai Namco Arts']",['Sentai Filmworks'],['J.C.Staff'],['Manga'],"['Gourmet', 'Ecchi']",,23 min. per ep.,PG-13 - Teens 13 or older,7.31,#2764,#423,"556,389","1,423",281343,"Thanks to Souma Yukihira, Erina Nakiri, and the rebel forces overthrowing the regime of Azami Nakiri—the previous school director—and the former Elite Ten, Tootsuki Culinary Academy is back in order. However, its students have one more great battle ahead of them: the BLUE, a competition where young chefs seeking world-class fame compete. Faced with new trials and rivals, Souma and his friends will fight to conquer the BLUE and to defeat Asahi Saiba, the leader of an underworld organization of chefs known as Noir, who once defeated Souma and his father in a Shokugeki. [Written by MAL Rewrite]","['Prequel (TV) Shokugeki no Souma: Shin no Sara', 'Adaptation (Manga) Shokugeki no Souma']",Shokugeki no Souma: Gou no Sara,Food Wars! The Fifth Plate,Food Wars! The Fifth Plate,Food Wars! Fifth Plate,['Shounen'],['School'],,
41,"Fruits Basket (2019) 2nd Season, Furuba, Fruits Basket (Kouhen)",フルーツバスケット 2nd season,Fruits Basket 2nd Season,['TV'],25,Finished Airing,"Apr 7, 2020 to Sep 22, 2020",['Spring 2020'],Tuesdays at 01:30 (JST),"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],['TMS Entertainment'],['Manga'],"['Drama', 'Romance', 'Supernatural']",,23 min. per ep.,PG-13 - Teens 13 or older,8.54,#126,#434,"541,500","6,236",279066,"A year has passed since Tooru Honda began living in the Souma residence, and she has since created stronger relationships with its inhabitants Shigure, Kyou, and Yuki. She has also grown closer to the rest of the Souma family and has become familiar with their ancestral secret, having helped them with many of their personal issues. The closer Tooru gets, however, the more she begins to realize that their secret holds a darker truth than she first presumed. Summer is approaching and Tooru is invited to spend her days with the Soumas, mainly Kyou and Yuki. Tooru wishes for an easy-going vacation, but her close relationships with the two boys and the rest of the Soumas may prove to cause trouble. As they grow more intimate, their carefree time together is hindered by older hardships and feelings from the past that begin to resurface. The Eternal Banquet also dawns on the members of the zodiac, and they must tend to their duties alongside the unnerving head of the family, Akito Souma. With the banquet approaching and a plethora of feelings to be solved, will Tooru's life with the Soumas remain peaceful, or will she find herself in a situation from which she cannot escape? [Written by MAL Rewrite]","['Prequel (TV) Fruits Basket 1st Season', 'Sequel (TV) Fruits Basket: The Final', 'Adaptation (Manga) Fruits Basket', '']",Fruits Basket 2nd Season,Fruits Basket Staffel 2,Fruits Basket Temporada 2,Fruits Basket Sasion 2,['Shoujo'],['School'],,
