,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,German,Spanish,Demographics,French
125,"この恋で鼻血を止めて, Kono Koi de Hanaji wo Tomete",无聊就完结,Don't Give Up!,['ONA'],24,Finished Airing,"Jul 5, 2024 to Nov 29, 2024",,,['bilibili'],"None found,",['Shengying Animation'],['Manga'],,,,18 min. per ep.,PG-13 - Teens 13 or older,7.16,#3570,#7738,"7,104",32,774,"Men Ke, a social animal working as an office worker, was so bored in the first half of her life that she doubted her life, but in the second half of her life, she will die of boredom. How can the Earth heroine, who faces the threat of death every day but continues to go to work, and the alien hero, who is enthusiastic and wants to save her but is not very good at it, overcome boredom and live with a smile! (Source: Bilibili, Google translated)",[],Wuliao Jiu Wanjie,"['Comedy', 'Romance', 'Sci-Fi']",,,,,
126,,仙逆,Renegade Immortal,['ONA'],128,Currently Airing,"Sep 25, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['BUILD DREAM'],Novel,,,,25 min. per ep.,PG-13 - Teens 13 or older,8.31,#277,#8808,"5,172",129,1268,"Wang Lin is a very smart boy with loving parents. Although he and his parents are shunned by the rest of their relatives, his parents have always held high hopes that he will one day achieve greatness. One day, Wang Lin suddenly gained the chance to walk the path of an immortal but found that he only had mediocre talent at best. Watch Wang Lin as he breaks through his lack of talent and walks the path towards becoming a real immortal! (Source: Xian Ni Wiki)","['Adaptation (Manhua) Xian Ni', 'Adaptation (Novel) Xian Ni']",Xian Ni,"['Action', 'Adventure', 'Fantasy']",['Historical'],,,,
127,,よあそびぐらしっ！,,['ONA'],8,Finished Airing,"Jul 8, 2024 to Sep 9, 2024",,,"['Studio Mausu', 'Suiseisha']","None found,",['Studio Hokiboshi'],['Web manga'],['Hentai'],,,6 min. per ep.,Rx - Hentai,6.43,N/A,#9531,"4,093",30,987,"Meet Kazuto, whose hopes of becoming a photographer didn't pan out, and Yayoi, who successfully achieved her dream of becoming a model. Two childhood friends who have grown apart... Suddenly find themselves living together! In the beginning, there's an awkward tension between them, and Yayoi has a secret she can't tell Kazuto... Then, one night, things start to change... Could they be more than just childhood friends...?! (Source: Official Site)",[],Yoasobi Gurashi!,,,,,,
128,Full-Time Magister Special Chapter: Mysterious Commission,全职法师 特别篇 神秘委托,,['ONA'],6,Finished Airing,"Aug 16, 2024",,,['Tencent Penguin Pictures'],"None found,",['Foch Film'],Web novel,,,,22 min. per ep.,PG-13 - Teens 13 or older,6.41,#7672,#10181,"3,336",12,540,"The hero mage Mo Fan and his partner Ling Ling, because of the mysterious invitation of the king of the hunt, become involved in an old unsolved case. After a series of explorations and pursuits, they realise that it is all a conspiracy hatched by a man named Red Beast. The Red Beast is growing up and approaching its ultimate goal by parasitising in the bodies of demons such as Yichu and Lu Kun. After a thrilling life-and-death battle, Mo Fan destroys the Red Beast with the help of Ling Ling, Wang Yue Qian Kaoru and other friends, only to discover that it is only one of its doppelgangers, and that he himself has long since become part of the Red Beast's plot! (Source: iyf.tv, translated)","['Prequel (ONA) Quanzhi Fashi VI', '']",Quanzhi Fashi Tebie Pian: Shenmi Weituo,"['Action', 'Fantasy']",['School'],,,,
129,,遮天,Shrouding the Heavens,['ONA'],104,Currently Airing,"May 3, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['Original Force'],Web novel,,,,18 min. per ep.,PG-13 - Teens 13 or older,7.56,#1744,#11011,"2,591",34,605,"In the far reaches of the dark and frozen universe, nine enormous dragon corpses were tied with an ancient bronze coffin. It seems that they were set there since the birth of the universe. Such an astonishing scene was captured by a space probe floating in outer space. Nine dragons and the mysterious bronze coffin made people wonder whether they came back to ancient times or just reached the other shore of the universe. A giant mythical world was unfolded, where immortality gradually appeared and paranormal events continuously occurred. Countless people started to find their own tracks (The Dao) in such a mythical realm. Their passion was like a turbulent ocean wave that would never cease. The heat in their blood was like erupting volcanoes. Their desire for power and immortality dragged them down to the chasm without knowing it. Thirty-three classmates held a reunion after graduating. Their friendship was tested, as the bronze coffin took them away from earth and arrived on another unknown planet. The desire for living forced them to follow the path of the ancient gods. Entering a new world of cultivation, will any of them reach immortality, or will they all die along the way?",[],Zhe Tian,"['Action', 'Adventure', 'Sci-Fi']",,,,,
130,I Learn To Kill Gods In An Asylum,斩神之凡尘神域,Slay The Gods,['ONA'],15,Finished Airing,"Jul 31, 2024 to Oct 2, 2024",,,['Tencent Penguin Pictures'],"None found,",['Shenman Entertainment'],Web novel,,,,25 min. per ep.,PG-13 - Teens 13 or older,8.08,#551,#10868,"2,715",50,997,"It follows the journey of Lin Qiye, a blind high school student who unexpectedly becomes a night watchman, tasked with protecting the nation from ""mystical"" invasions as the mist descends and gods reawaken. Leading his team, he tirelessly eliminates mythical creatures that emerge in modern society and eventually sets out on the path of god-slaying, evolving from guarding his small family to defending the nation. (Source: WeTV)",[],Zhan Shen: Fanchen Shenyu,"['Action', 'Fantasy', 'Suspense']",['Psychological'],,,,
131,Time-Patrol Bon 2nd Season,T・Pぼん,,['ONA'],12,Finished Airing,"Jul 17, 2024",,,"['Fujiko F. Fujio Pro', 'Netflix']","None found,",['Bones'],['Manga'],,"['Historical', 'Time Travel']",,27 min. per ep.,R+ - Mild Nudity,6.91,#4781,#11275,"2,411",1,1058,Second season of T.P BON.,"['Prequel (ONA) T.P BON', 'Adaptation (Manga) Time Patrol Bon']",T.P BON Season 2,"['Adventure', 'Sci-Fi']",,,,,
132,,炼气十万年,One Hundred Thousand Years of Qi Refining,['ONA'],260,Currently Airing,"Feb 18, 2023 to ?",,,['Tencent Penguin Pictures'],"None found,",['Suoyi Technology'],Web novel,,"['Historical', 'Martial Arts']",,12 min. per ep.,PG-13 - Teens 13 or older,7.41,#2316,#11290,"2,389",26,646,"One hundred thousand years ago, he was the founding disciple of the Tianlan Sect, his master ascended to the top, and he was refining Qi. Ninety thousand years ago, his martial nephew ascended, and he was refining Qi. Fifty thousand years ago, the old dog who was the gatekeeper of Tianlanzong also ascended, and he was still refining Qi. Thirty thousand years ago, the old tree at the foot of the mountain also became a demon, and he was still refining Qi before he could pass the catastrophe. Ten thousand years ago, Zhang Wuji, the 9872nd generation disciple of Tianlanzong, also ascended, and Xu Yang silently refined Qi. He retreated for 10,000 years, and finally, he broke through the 9999th floor of the Qi refining period! Ten thousand years later, he broke through and came out! (Source: Baidu)",[],Lian Qi Shi Wan Nian,"['Action', 'Adventure', 'Fantasy']",,,,,
133,,元尊,Dragon Prince Yuan,['ONA'],26,Finished Airing,"May 30, 2024 to Aug 29, 2024",,,"['Tencent Penguin Pictures', 'Winfuture Media']","None found,",['Motion Magic'],Web novel,,,,20 min. per ep.,PG-13 - Teens 13 or older,7.54,#1816,#11421,"2,306",17,462,"A young man with his brush plunges into a chaotic world and lights up the heavens. In a world where cultivators are paramount, will the vermilion bird swallow the dragon, or will the dragon transcend beyond all else?! (Source: Wutopia)","['Adaptation (Manhua) Yuan Zun', 'Adaptation (Novel) Yuan Zun']",Yuan Zun,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,,,
134,,一念永恒 第三季,A Will Eternal 3rd Season,['ONA'],59,Currently Airing,"Jul 3, 2024 to ?",,,"None found,","None found,",['B.CMAY PICTURES'],Novel,,"['Historical', 'Martial Arts']",,Unknown,PG-13 - Teens 13 or older,7.73,#1209,#11494,"2,257",28,330,Third season of Yi Nian Yong Heng.,"['Prequel (ONA) Yi Nian Yong Heng: Chuan Cheng Pian', '']",Yi Nian Yong Heng 3rd Season,"['Action', 'Adventure', 'Fantasy']",,,,,
135,Fanren Xiu Xian Chuan: Di San Ji,凡人修仙传 第三季,A Record of Mortal's Journey to Immortality Season 3,['ONA'],48,Finished Airing,"Nov 25, 2023 to Oct 19, 2024",,,['bilibili'],"None found,","['Original Force', 'Wonder Cat Animation']",Web novel,,"['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,8.24,#344,#11617,"2,177",25,849,Third season of Fanren Xiu Xian Chuan.,"['Prequel (ONA) Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang', 'Sequel (ONA) Fanren Xiu Xian Chuan 4th Season']",Fanren Xiu Xian Chuan 3rd Season,"['Action', 'Adventure', 'Fantasy']",,,,,
136,Fate/Grand Order: Fujimaru Ritsuka Doesn't Get It Season 2,Fate/Grand Order 藤丸立香はわからない Season2,Fate/Grand Order: You've Lost Ritsuka Fujimaru Season 2,['ONA'],26,Finished Airing,"Aug 3, 2024 to Dec 31, 2024",,,['INSPION Edge'],"None found,",['DLE'],['Manga'],['Comedy'],,,2 min. per ep.,PG-13 - Teens 13 or older,6.83,#5191,#11766,"2,080",2,301,Second season of Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai.,"['Prequel (ONA) Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai', 'Adaptation (Manga) Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai']",Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,,,,,,
137,Mayonaka Punch YouTube Original Short Anime,真夜中ぱんチ ショートアニメ,,['ONA'],5,Finished Airing,"Jul 15, 2024 to Sep 9, 2024",,,"None found,","None found,",['P.A. Works'],Original,,,,4 min. per ep.,PG-13 - Teens 13 or older,6.68,#6054,#12115,"1,877",1,475,"Original anime capturing MayoPan members' solo projects that cannot be seen in the main story of Mayonaka Punch! (Source: Official Site, translated)",[],Mayonaka Punch Short Anime,"['Comedy', 'Supernatural']",['Vampire'],,,,
138,,诛仙 第二季,Jade Dynasty,['ONA'],26,Finished Airing,"Mar 30, 2024 to Aug 10, 2024",,,['Tencent Penguin Pictures'],"None found,",['Cloud Art'],Web novel,,"['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,7.94,#746,#12158,"1,846",24,701,The second season of Zhu Xian.,"['Prequel (ONA) Zhu Xian', '']",Zhu Xian 2nd Season,"['Action', 'Adventure', 'Fantasy']",,,,,
139,,POKÉTOON,Pokétoon,['ONA'],9,Finished Airing,"Sep 18, 2024 to Feb 14, 2025",,,"None found,","None found,","['Zexcs', 'Studio Colorido', 'Studio Nanahoshi', 'team Yamahitsuji', 'Studio Lemon', 'Nagomi']",Game,,,['Kids'],8 min. per ep.,G - All Ages,7.09,#3952,#12214,"1,802",4,475,The second installation of the POKÉTOON series.,"['Prequel (ONA) Poketoon', '']",Poketoon (2024),"['Adventure', 'Comedy']",,,,,
140,,仙武传 第二季,Legend of Xianwu 2nd Season,['ONA'],156,Currently Airing,"Sep 24, 2023 to ?",,,"['Youku', 'Dongyao Dongman', 'Shuiniu Dongman']","None found,",['Xiaoming Taiji'],Web novel,,"['Historical', 'Martial Arts']",,20 min. per ep.,PG-13 - Teens 13 or older,7.50,#1976,#12697,"1,538",15,410,"Ye Chen, the outcast disciple, is banished from the sect and becomes homeless. Through a series of coincidences, he receives a True Flame and once again steps on the path of cultivation. This is a world where demons and deities co-exist and an era where all realms in the world are overrun by chaos. Ye Chen's journey to defying heaven begins, and after going through all kinds of trials and tribulations, he finally reaches the pinnacle of cultivation. (Source: Youku)","['Prequel (ONA) Xian Wu Chuan', '']",Xian Wu Chuan 2nd Season,"['Action', 'Adventure', 'Fantasy']",,,,,
141,"SAO Alternative Gun Gale Online II 12.5, SAO Alternative Gun Gale Online II Recap",ソードアート・オンライン オルタナティブ ガンゲイル・オンラインII - GALA,Sword Art Online Alternative: Gun Gale Online II - Gala,['ONA'],1,Finished Airing,"Sep 27, 2024",,,"None found,","None found,",['A-1 Pictures'],['Light novel'],['Action'],"['Military', 'Video Game']",,23 min.,PG-13 - Teens 13 or older,5.94,#10257,#12546,"1,617",2,461,"To commemorate the broadcast of the second season, we will be releasing episode 12.5. Please enjoy the narration by Eva, Sophie, and Tanya, as well as the ending song ""Replica"". (Source: Official Website)","['Sequel (TV) Sword Art Online Alternative: Gun Gale Online II', '']",Sword Art Online Alternative: Gun Gale Online II - Gala,,,,,,
142,,师兄啊师兄 第二季,My Senior Brother Is Too Steady,['ONA'],78,Currently Airing,"Dec 14, 2023 to ?",,,['Youku'],"None found,",['Sparkly Key Animation Studio'],Web novel,,"['Historical', 'Martial Arts']",,21 min. per ep.,PG-13 - Teens 13 or older,7.61,#1529,#13007,"1,396",6,341,The second season of Shixiong A Shixiong.,"['Prequel (ONA) Shixiong A Shixiong', '']",Shixiong A Shixiong 2nd Season,"['Action', 'Adventure', 'Fantasy']",,,,,
143,Yong Sheng 3rd Season,永生 气壮山河,Immortality 3rd Season,['ONA'],16,Finished Airing,"Apr 19, 2024 to Jul 19, 2024",,,"None found,","None found,","None found,",Web novel,,,,19 min. per ep.,PG-13 - Teens 13 or older,7.58,#1641,#13071,"1,368",2,539,"How can the hero Fang Han use his own strength to traverse the vast fantastical world? By clinging to an unwavering refusal to accept defeat, he cracked the code of supernatural abilities and transformed his mortal body into an immortal one. Fang Han will reveal a new and prosperous world filled with immortals, demons, and mortals, along with countless innovative magic weapons. In addition, Fang Han will encounter conflicts between immortals and demons, love and hate. It will eventually lead to success. (Source: bilibili)","['Prequel (ONA) Yong Sheng: Shi Nian Zhi Yue', 'Sequel (ONA) Yong Sheng: Hai Shi Xian Ling']",Yong Sheng: Qizhuang Shanhe,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],,,,
144,,怪想售,Whimsical Wish,['ONA'],8,Finished Airing,"Aug 5, 2024 to Sep 16, 2024",,,['bilibili'],"None found,","None found,",Original,,,,16 min. per ep.,PG-13 - Teens 13 or older,6.84,#5132,#13294,"1,295",28,252,"Wei Ran, a college graduate, was accidentally led into a world he never thought existed by a cat. When he was trying to find a way to return home, he learned that the only train that could take him back to the human world would only arrive in half a year. He could only temporarily live in the shop run by Mao Mao Yaya - Guaixiang Sale. Just when life seemed to be settling down, Wei Ran unexpectedly discovered that no matter where he went, dragon scales would appear. And every time the dragon scales appear, it causes completely different strange effects... (Source: Bilibili, Google translated)",[],Guai Xiang Shou,"['Comedy', 'Fantasy']",,,,,
145,White Lightning,白色闪电,Ping Pong!,['ONA'],6,Finished Airing,"Jul 20, 2024 to Aug 17, 2024",,,"None found,","None found,",['HuaMei Animation'],Original,['Sports'],,,17 min. per ep.,PG-13 - Teens 13 or older,7.32,#2708,#13412,"1,250",36,164,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Baise Shandian,,['School'],,,,
